,I,Z,C,O,F,I_in,C_bar,h,W
950,"[1.0, 0.0004996507939462501, 0.4560117302052786, 0.367681193457635]","[0.4498154754160136, 0.8230551149623289, -0.13754768758164893, 1.0787404079770833]",[0.5490650790939356],[0.7462030214496946],[0.4656983397258716],[0.6948939093875941],[0.4218021548077641],[0.3729881170592818],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
951,"[1.0, 0.0004997002986320667, 0.4662756598240469, 0.3697538708002244]","[0.455951987821409, 0.8198710878489748, -0.13803758132170607, 1.0890094051657022]",[0.5519173675250837],[0.7481675517967985],[0.46556174183700405],[0.6942139642601155],[0.42680803818557517],[13128.27176201838],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
952,"[1.0, 0.0004959874471958268, 0.45454545454545453, 0.3504302482076894]","[0.4485904729136537, 0.8232764228754954, -0.13812501484358705, 1.0787188354652941]",[0.5477839507380013],[0.7460644019422186],[0.4656344553874565],[0.6949649951854813],[0.42093514945251176],[0.37225650626972456],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
953,"[1.0, 0.0004960369518816434, 0.4501466275659824, 0.3606327802217214]","[0.44597838863065986, 0.8246529387681664, -0.1378816776555844, 1.0742433976523607]",[0.5461541174365302],[0.7453040083888458],[0.46564269486409826],[0.6952408835441594],[0.41869115099692855],[0.3709278919485642],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
954,"[1.0, 0.0004960864565674599, 0.4604105571847507, 0.3648153758292495]","[0.452073810549488, 0.821441489591044, -0.13844871976495077, 1.0846842817751374]",[0.5484673887704943],[0.7473273044388373],[0.46547399651750865],[0.6945516406887899],[0.42365665609585634],[0.3732147848230814],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
955,"[1.0, 0.0004996507939462501, 0.4560117302052786, 0.36999404132420866]","[0.44976158457723364, 0.8230191504814718, -0.13764886891776604, 1.0789658404757207]",[0.548449811546379],[0.7462706102079166],[0.46565839642177204],[0.694881809729946],[0.4217318513305788],[13078.974607041047],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
956,"[1.0, 0.0004959379425100104, 0.4574780058651026, 0.35097725585611306]","[0.4504500557665279, 0.8224376180294295, -0.13806529842504855, 1.0812079890996231]",[0.5488332820668711],[0.7465353507523028],[0.46564951468825716],[0.6947872098242615],[0.4224643940680244],[0.37307953380244807],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
957,"[1.0, 0.0004959874471958268, 0.45454545454545453, 0.3614600225316383]","[0.44876027376927496, 0.8233897408300819, -0.13780620968422153, 1.0780085360522573]",[0.5481334707586911],[0.7460181098113],[0.4656614486008174],[0.694973162576501],[0.42098264766265187],[0.37239308162241525],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
958,"[1.0, 0.0004960369518816434, 0.4501466275659824, 0.36628689636129225]","[0.44605670952274545, 0.8247052068398439, -0.13773462831127073, 1.0739157710130638]",[0.546337958046105],[0.7452885411540924],[0.4656516391356523],[0.6952435870996067],[0.4187069173337185],[0.3710041445830111],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
959,"[1.0, 0.0004960864565674599, 0.4604105571847507, 0.3677829977355438]","[0.45211577984588663, 0.8214694981355589, -0.13836992140920706, 1.084508718663347]",[0.5485645698375838],[0.7473187225509094],[0.4654789896544354],[0.6945531520421216],[0.42366541412520264],[13088.996092237072],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
960,"[1.0, 0.0004958884378241938, 0.45454545454545453, 0.3486754645655531]","[0.44833574171392415, 0.8231063969037011, -0.13860309628707224, 1.0797840901950297]",[0.5464354760963195],[0.7462667003631439],[0.4655151836103295],[0.694928854071676],[0.4207249702492032],[0.3716008121680766],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
961,"[1.0, 0.0004959379425100104, 0.4574780058651026, 0.36000989111453713]","[0.4503313017931335, 0.8223583666186233, -0.13828826184460716, 1.0817047526600256]",[0.5477565361847948],[0.7467180351015729],[0.4655413745850805],[0.6947544424652737],[0.42227416151391706],[0.3725309017158354],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
962,"[1.0, 0.0004959874471958268, 0.45454545454545453, 0.3664472842012068]","[0.44874286203211816, 0.8233781209684906, -0.13783890063633011, 1.078081371649211]",[0.5475680445838121],[0.7460786879617207],[0.4656255848767656],[0.6949622982787309],[0.42091945913172146],[0.3720872729032884],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
963,"[1.0, 0.0004960369518816434, 0.4501466275659824, 0.36888373424769155]","[0.446045313278527, 0.8246976014654183, -0.13775602503180517, 1.0739634430082936]",[0.5460388160924051],[0.7453223806646636],[0.4656316482582626],[0.6952375343489213],[0.41867161461153296],[13047.87467351992],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
964,"[1.0, 0.0004957399237667442, 0.45454545454545453, 0.34998797626533923]","[0.4485262110754059, 0.8232334645378834, -0.13824521181843266, 1.0789868523908013]",[0.5474360034577916],[0.7461153054640108],[0.46560447088554296],[0.6949558649994485],[0.4208821362290036],[0.3720868025257047],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
965,"[1.0, 0.0004958884378241938, 0.45454545454545453, 0.3604719014919986]","[0.4486212689992011, 0.8232969458136454, -0.1380670119937813, 1.0785896918370463]",[0.5473594921547011],[0.7461282409762646],[0.4655965369603133],[0.6949534852198014],[0.4208682377432462],[0.37201423661291866],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
966,"[1.0, 0.0004959379425100104, 0.4574780058651026, 0.36591132666476506]","[0.4504480750182782, 0.8224362961612953, -0.13806901732716537, 1.0812162748312466]",[0.5482420635841303],[0.7466719636535329],[0.4655684222180617],[0.6947626330008024],[0.4223217120469851],[0.3727611864188206],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
967,"[1.0, 0.0004959874471958268, 0.45454545454545453, 0.36954656849501905]","[0.44880615687562625, 0.823420361286868, -0.13772006305687398, 1.0778166009563452]",[0.5478248771328532],[0.7460529916244857],[0.46564065082746314],[0.6949668588148898],[0.4209459827218491],[13071.152696671386],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
968,"[1.0, 0.0004956904190809276, 0.4501466275659824, 0.3503920511355568]","[0.4459196076233629, 0.8246136090317457, -0.1379914017753729, 1.074488168004231]",[0.5461925044948082],[0.7452619397746251],[0.4656677711704844],[0.6952484107989052],[0.4187351808553081],[0.3709646230768285],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
969,"[1.0, 0.0004957399237667442, 0.45454545454545453, 0.3593397424490129]","[0.44846394127978384, 0.8231919082933838, -0.13836212484601618, 1.0792473351729313]",[0.5466411761175689],[0.7462526979808389],[0.46552316472901],[0.6949312344821573],[0.42073886753474843],[0.37167339235321334],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
970,"[1.0, 0.0004958884378241938, 0.45454545454545453, 0.3655600047871176]","[0.4486224223988867, 0.8232977155441201, -0.13806484645834133, 1.078584867013775]",[0.5469421906449219],[0.7461738073401843],[0.4655695162259781],[0.6949452984550489],[0.42082061819173355],[0.37178384661781105],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
971,"[1.0, 0.0004959379425100104, 0.4574780058651026, 0.36856445411259603]","[0.4504470311319017, 0.8224355995154005, -0.13807097724875356, 1.0812206415458772]",[0.5480213619746277],[0.7466973301554617],[0.46555336351435594],[0.6947580689918164],[0.4222952138789666],[13078.512450895832],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
972,"[1.0, 0.0004956409143951112, 0.43255131964809385, 0.34889207259756433]","[0.43503663428971906, 0.8298295419809056, -0.13783363670590773, 1.0584037585737995]",[0.5392705545005854],[0.7421966198484092],[0.4657068644321903],[0.6963523767000067],[0.40971940141402324],[0.36556080830930937],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
973,"[1.0, 0.0004956904190809276, 0.4501466275659824, 0.35393786910384006]","[0.44504074918711023, 0.824027095848388, -0.13964147946670222, 1.0781645489572527]",[0.5413606567967872],[0.7460475609410896],[0.465204888719236],[0.6951082753771277],[0.4179176499513015],[0.3686010412598329],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
974,"[1.0, 0.0004957399237667442, 0.45454545454545453, 0.36247475305145127]","[0.44819205099963344, 0.8230104601475198, -0.13887260533668358, 1.0803846881367587]",[0.5441033265596343],[0.7465143983588423],[0.46536862369239324],[0.6948844234229008],[0.42046654531061844],[0.3703581050471193],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
975,"[1.0, 0.0004958884378241938, 0.45454545454545453, 0.3671393046890759]","[0.44846962241910887, 0.8231957432595521, -0.13835173206752088, 1.0792240495170147]",[0.5455997603970157],[0.7463194975032394],[0.4654835148943984],[0.69491925017432],[0.420669098186085],[13052.12921000081],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
976,"[1.0, 0.0004955914097092946, 0.436950146627566, 0.347696372156541]","[0.43753208040696795, 0.8283751866785296, -0.13829596483410575, 1.0633671092441996]",[0.5393903480501436],[0.7431453167451058],[0.46559174154360217],[0.6960447455690534],[0.41179365824028313],[0.3660952256509321],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
